IdUbigeo,Distrito,Provincia,Departamento,PAIS,PAIS_DPTO,PAIS_DPTO_PROV,PAIS_DPTO_PROV_DIST
051100112,Yacus,Huánuco,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huánuco,Peru Huánuco Huánuco Yacus
051100200,,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo 
051100201,Ambo,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo Ambo
051100202,Cayna,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo Cayna
051100203,Colpas,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo Colpas
051100204,Conchamarca,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo Conchamarca
051100205,Huacar,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo Huacar
051100206,San Francisco,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo San Francisco
051100207,San Rafael,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo San Rafael
051100208,Tomay Kichwa,Ambo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Ambo,Peru Huánuco Ambo Tomay Kichwa
051100300,,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo 
051100301,La Unión,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo La Unión
051100307,Chuquis,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Chuquis
051100311,Marías,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Marías
051100313,Pachas,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Pachas
051100316,Quivilla,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Quivilla
051100317,Ripan,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Ripan
051100321,Shunqui,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Shunqui
051100322,Sillapata,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Sillapata
051100323,Yanas,Dos de Mayo,Huánuco,Peru,Peru Huánuco,Peru Huánuco Dos de Mayo,Peru Huánuco Dos de Mayo Yanas
051100400,,Huacaybamba,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huacaybamba,Peru Huánuco Huacaybamba 
051100401,Huacaybamba,Huacaybamba,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huacaybamba,Peru Huánuco Huacaybamba Huacaybamba
051100402,Canchabamba,Huacaybamba,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huacaybamba,Peru Huánuco Huacaybamba Canchabamba
051100403,Cochabamba,Huacaybamba,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huacaybamba,Peru Huánuco Huacaybamba Cochabamba
051100404,Pinra,Huacaybamba,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huacaybamba,Peru Huánuco Huacaybamba Pinra
051100500,,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes 
051100501,Llata,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Llata
051100502,Arancay,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Arancay
051100503,Chavín de Pariarca,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Chavín de Pariarca
051100504,Jacas Grande,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Jacas Grande
051100505,Jircan,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Jircan
051100506,Miraflores,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Miraflores
051100507,Monzón,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Monzón
051100508,Punchao,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Punchao
051100509,Puños,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Puños
051100510,Singa,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Singa
051100511,Tantamayo,Huamalíes,Huánuco,Peru,Peru Huánuco,Peru Huánuco Huamalíes,Peru Huánuco Huamalíes Tantamayo
051100600,,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado 
051100601,Rupa-Rupa,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado Rupa-Rupa
051100602,Daniel Alomía Robles,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado Daniel Alomía Robles
051100603,Hermílio Valdizan,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado Hermílio Valdizan
051100604,José Crespo y Castillo,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado José Crespo y Castillo
051100605,Luyando,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado Luyando
051100606,Mariano Damaso Beraun,Leoncio Prado,Huánuco,Peru,Peru Huánuco,Peru Huánuco Leoncio Prado,Peru Huánuco Leoncio Prado Mariano Damaso Beraun
051100700,,Marañón,Huánuco,Peru,Peru Huánuco,Peru Huánuco Marañón,Peru Huánuco Marañón 
051100701,Huacrachuco,Marañón,Huánuco,Peru,Peru Huánuco,Peru Huánuco Marañón,Peru Huánuco Marañón Huacrachuco
051100702,Cholon,Marañón,Huánuco,Peru,Peru Huánuco,Peru Huánuco Marañón,Peru Huánuco Marañón Cholon
051100703,San Buenaventura,Marañón,Huánuco,Peru,Peru Huánuco,Peru Huánuco Marañón,Peru Huánuco Marañón San Buenaventura
051100800,,Pachitea,Huánuco,Peru,Peru Huánuco,Peru Huánuco Pachitea,Peru Huánuco Pachitea 
051100801,Panao,Pachitea,Huánuco,Peru,Peru Huánuco,Peru Huánuco Pachitea,Peru Huánuco Pachitea Panao
051100802,Chaglla,Pachitea,Huánuco,Peru,Peru Huánuco,Peru Huánuco Pachitea,Peru Huánuco Pachitea Chaglla
051100803,Molino,Pachitea,Huánuco,Peru,Peru Huánuco,Peru Huánuco Pachitea,Peru Huánuco Pachitea Molino
051100804,Umari,Pachitea,Huánuco,Peru,Peru Huánuco,Peru Huánuco Pachitea,Peru Huánuco Pachitea Umari
051100900,,Puerto Inca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Puerto Inca,Peru Huánuco Puerto Inca 
051100901,Puerto Inca,Puerto Inca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Puerto Inca,Peru Huánuco Puerto Inca Puerto Inca
051100902,Codo del Pozuzo,Puerto Inca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Puerto Inca,Peru Huánuco Puerto Inca Codo del Pozuzo
051100903,Honoria,Puerto Inca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Puerto Inca,Peru Huánuco Puerto Inca Honoria
051100904,Tournavista,Puerto Inca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Puerto Inca,Peru Huánuco Puerto Inca Tournavista
051100905,Yuyapichis,Puerto Inca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Puerto Inca,Peru Huánuco Puerto Inca Yuyapichis
051101000,,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha 
051101001,Jesús,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha Jesús
051101002,Baños,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha Baños
051101003,Jivia,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha Jivia
051101004,Queropalca,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha Queropalca
051101005,Rondos,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha Rondos
051101006,San Francisco de Asís,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha San Francisco de Asís
051101007,San Miguel de Cauri,Lauricocha,Huánuco,Peru,Peru Huánuco,Peru Huánuco Lauricocha,Peru Huánuco Lauricocha San Miguel de Cauri
051101100,,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca 
051101101,Chavinillo,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Chavinillo
051101102,Cahuac,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Cahuac
051101103,Chacabamba,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Chacabamba
051101104,Aparicio Pomares,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Aparicio Pomares
051101105,Jacas Chico,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Jacas Chico
051101106,Obas,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Obas
051101107,Pampamarca,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Pampamarca
051101108,Choras,Yarowilca,Huánuco,Peru,Peru Huánuco,Peru Huánuco Yarowilca,Peru Huánuco Yarowilca Choras
051110000,,,Ica,Peru,Peru Ica,Peru Ica ,Peru Ica  
051110100,,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica 
051110101,Ica,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Ica
051110102,La Tinguiña,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica La Tinguiña
051110103,Los Aquijes,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Los Aquijes
051110104,Ocucaje,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Ocucaje
051110105,Pachacutec,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Pachacutec
051110106,Parcona,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Parcona
051110107,Pueblo Nuevo,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Pueblo Nuevo
051110108,Salas,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Salas
051110109,San José de Los Molinos,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica San José de Los Molinos
051110110,San Juan Bautista,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica San Juan Bautista
051110111,Santiago,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Santiago
051110112,Subtanjalla,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Subtanjalla
051110113,Tate,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Tate
051110114,Yauca del Rosario,Ica,Ica,Peru,Peru Ica,Peru Ica Ica,Peru Ica Ica Yauca del Rosario
051110200,,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha 
051110201,Chincha Alta,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Chincha Alta
051110202,Alto Laran,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Alto Laran
051110203,Chavin,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Chavin
051110204,Chincha Baja,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Chincha Baja
051110205,El Carmen,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha El Carmen
051110206,Grocio Prado,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Grocio Prado
051110207,Pueblo Nuevo,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Pueblo Nuevo
051110208,San Juan de Yanac,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha San Juan de Yanac
051110209,San Pedro de Huacarpana,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha San Pedro de Huacarpana
051110210,Sunampe,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Sunampe
051110211,Tambo de Mora,Chincha,Ica,Peru,Peru Ica,Peru Ica Chincha,Peru Ica Chincha Tambo de Mora
051110300,,Nazca,Ica,Peru,Peru Ica,Peru Ica Nazca,Peru Ica Nazca 
051110301,Nasca,Nazca,Ica,Peru,Peru Ica,Peru Ica Nazca,Peru Ica Nazca Nasca
051110302,Changuillo,Nazca,Ica,Peru,Peru Ica,Peru Ica Nazca,Peru Ica Nazca Changuillo
051110303,El Ingenio,Nazca,Ica,Peru,Peru Ica,Peru Ica Nazca,Peru Ica Nazca El Ingenio
051110304,Marcona,Nazca,Ica,Peru,Peru Ica,Peru Ica Nazca,Peru Ica Nazca Marcona
051110305,Vista Alegre,Nazca,Ica,Peru,Peru Ica,Peru Ica Nazca,Peru Ica Nazca Vista Alegre
051110400,,Palpa,Ica,Peru,Peru Ica,Peru Ica Palpa,Peru Ica Palpa 
051110401,Palpa,Palpa,Ica,Peru,Peru Ica,Peru Ica Palpa,Peru Ica Palpa Palpa
051110402,Llipata,Palpa,Ica,Peru,Peru Ica,Peru Ica Palpa,Peru Ica Palpa Llipata
051110403,Río Grande,Palpa,Ica,Peru,Peru Ica,Peru Ica Palpa,Peru Ica Palpa Río Grande
051110404,Santa Cruz,Palpa,Ica,Peru,Peru Ica,Peru Ica Palpa,Peru Ica Palpa Santa Cruz
051110405,Tibillo,Palpa,Ica,Peru,Peru Ica,Peru Ica Palpa,Peru Ica Palpa Tibillo
051110500,,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco 
051110501,Pisco,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco Pisco
051110502,Huancano,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco Huancano
051110503,Humay,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco Humay
051110504,Independencia,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco Independencia
051110505,Paracas,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco Paracas
051110506,San Andrés,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco San Andrés
051110507,San Clemente,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco San Clemente
051110508,Tupac Amaru Inca,Pisco,Ica,Peru,Peru Ica,Peru Ica Pisco,Peru Ica Pisco Tupac Amaru Inca
051120000,,,Junín,Peru,Peru Junín,Peru Junín ,Peru Junín  
051120100,,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo 
051120101,Huancayo,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Huancayo
051120104,Carhuacallanga,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Carhuacallanga
051120105,Chacapampa,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Chacapampa
051120106,Chicche,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Chicche
051120107,Chilca,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Chilca
051120108,Chongos Alto,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Chongos Alto
051120111,Chupuro,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Chupuro
051120112,Colca,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Colca
051120113,Cullhuas,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Cullhuas
051120114,El Tambo,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo El Tambo
051120116,Huacrapuquio,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Huacrapuquio
051120117,Hualhuas,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Hualhuas
051120119,Huancan,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Huancan
051120120,Huasicancha,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Huasicancha
051120121,Huayucachi,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Huayucachi
051120122,Ingenio,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Ingenio
051120124,Pariahuanca,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Pariahuanca
051120125,Pilcomayo,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Pilcomayo
051120126,Pucara,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Pucara
051120127,Quichuay,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Quichuay
051120128,Quilcas,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Quilcas
051120129,San Agustín,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo San Agustín
051120130,San Jerónimo de Tunan,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo San Jerónimo de Tunan
051120132,Saño,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Saño
051120133,Sapallanga,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Sapallanga
051120134,Sicaya,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Sicaya
051120135,Santo Domingo de Acobamba,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Santo Domingo de Acobamba
051120136,Viques,Huancayo,Junín,Peru,Peru Junín,Peru Junín Huancayo,Peru Junín Huancayo Viques
051120200,,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción 
051120201,Concepción,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Concepción
051120202,Aco,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Aco
051120203,Andamarca,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Andamarca
051120204,Chambara,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Chambara
051120205,Cochas,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Cochas
051120206,Comas,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Comas
051120207,Heroínas Toledo,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Heroínas Toledo
051120208,Manzanares,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Manzanares
051120209,Mariscal Castilla,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Mariscal Castilla
051120210,Matahuasi,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Matahuasi
051120211,Mito,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Mito
051120212,Nueve de Julio,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Nueve de Julio
051120213,Orcotuna,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Orcotuna
051120214,San José de Quero,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción San José de Quero
051120215,Santa Rosa de Ocopa,Concepción,Junín,Peru,Peru Junín,Peru Junín Concepción,Peru Junín Concepción Santa Rosa de Ocopa
051120300,,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo 
051120301,Chanchamayo,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo Chanchamayo
051120302,Perene,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo Perene
051120303,Pichanaqui,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo Pichanaqui
051120304,San Luis de Shuaro,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo San Luis de Shuaro
051120305,San Ramón,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo San Ramón
051120306,Vitoc,Chanchamayo,Junín,Peru,Peru Junín,Peru Junín Chanchamayo,Peru Junín Chanchamayo Vitoc
051120400,,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja 
051120401,Jauja,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Jauja
051120402,Acolla,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Acolla
051120403,Apata,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Apata
051120404,Ataura,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Ataura
051120405,Canchayllo,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Canchayllo
051120406,Curicaca,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Curicaca
051120407,El Mantaro,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja El Mantaro
051120408,Huamali,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Huamali
051120409,Huaripampa,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Huaripampa
051120410,Huertas,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Huertas
051120411,Janjaillo,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Janjaillo
051120412,Julcán,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Julcán
051120413,Leonor Ordóñez,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Leonor Ordóñez
051120414,Llocllapampa,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Llocllapampa
051120415,Marco,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Marco
051120416,Masma,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Masma
051120417,Masma Chicche,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Masma Chicche
051120418,Molinos,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Molinos
051120419,Monobamba,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Monobamba
051120420,Muqui,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Muqui
051120421,Muquiyauyo,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Muquiyauyo
051120422,Paca,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Paca
051120423,Paccha,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Paccha
051120424,Pancan,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Pancan
051120425,Parco,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Parco
051120426,Pomacancha,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Pomacancha
051120427,Ricran,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Ricran
051120428,San Lorenzo,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja San Lorenzo
051120429,San Pedro de Chunan,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja San Pedro de Chunan
051120430,Sausa,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Sausa
051120431,Sincos,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Sincos
051120432,Tunan Marca,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Tunan Marca
051120433,Yauli,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Yauli
051120434,Yauyos,Jauja,Junín,Peru,Peru Junín,Peru Junín Jauja,Peru Junín Jauja Yauyos
051120500,,Junín,Junín,Peru,Peru Junín,Peru Junín Junín,Peru Junín Junín 
051120501,Junin,Junín,Junín,Peru,Peru Junín,Peru Junín Junín,Peru Junín Junín Junin
051120502,Carhuamayo,Junín,Junín,Peru,Peru Junín,Peru Junín Junín,Peru Junín Junín Carhuamayo
051120503,Ondores,Junín,Junín,Peru,Peru Junín,Peru Junín Junín,Peru Junín Junín Ondores
051120504,Ulcumayo,Junín,Junín,Peru,Peru Junín,Peru Junín Junín,Peru Junín Junín Ulcumayo
051120600,,Satipo,Junín,Peru,Peru Junín,Peru Junín Satipo,Peru Junín Satipo 
051120601,Satipo,Satipo,Junín,Peru,Peru Junín,Peru Junín Satipo,Peru Junín Satipo Satipo
051120602,Coviriali,Satipo,Junín,Peru,Peru Junín,Peru Junín Satipo,Peru Junín Satipo Coviriali
051120603,Llaylla,Satipo,Junín,Peru,Peru Junín,Peru Junín Satipo,Peru Junín Satipo Llaylla
051120604,Mazamari,Satipo,Junín,Peru,Peru Junín,Peru Junín Satipo,Peru Junín Satipo Mazamari
